user_id,age,default_flag,more_90_days_overdue,debt_ratio_limpio,last_month_salary_mediana,loan_other_final,loan_real_final,total_loan_limpia
221,68,0,0,0.27,3500,5,0,5
222,51,0,0,0.0,12500,4,0,4
223,23,0,0,0.21,1200,1,0,1
224,54,0,0,0.13,17433,2,2,4
225,45,0,0,0.06,17000,6,0,6
226,68,0,0,0.26,10772,5,1,6
227,56,0,0,0.16,12500,19,1,20
228,47,0,0,0.38,6500,12,3,15
229,57,0,0,0.37,8183,8,1,9
230,63,0,0,0.07,7427,8,0,8
231,77,0,0,0.97,1772,11,0,11
232,46,0,0,0.49,5000,4,1,5
233,53,0,2,0.43,2400,4,1,5
234,50,0,0,0.12,15000,8,1,9
235,38,0,0,0.28,10666,6,1,7
236,54,0,0,0.89,2474,8,2,10
237,54,0,1,0.26,4884,11,1,12
238,41,0,0,1779.0,5757,5,1,6
239,57,0,0,0.5,9166,19,2,21
240,37,0,0,0.64,8584,13,2,15
241,41,0,0,0.19,4828,7,0,7
242,51,0,0,0.7,10000,17,3,20
243,42,0,0,467.0,5500,2,0,2
244,60,0,0,0.79,6284,5,2,7
245,78,0,0,0.46,12855,9,1,10
246,47,0,0,0.41,5533,9,2,11
247,51,0,0,0.01,2500,3,0,3
248,59,0,0,0.25,12451,12,2,14
249,75,0,0,657.0,4500,1,0,1
250,63,0,0,983.0,6250,6,1,7
251,48,0,0,0.28,10500,6,2,8
252,23,0,0,0.0,800,0,0,0
253,35,0,0,0.11,3500,2,0,2
254,41,0,0,0.45,12500,5,2,7
255,77,0,0,32.0,4167,5,0,5
256,70,0,0,0.44,3139,5,1,6
257,66,0,0,0.72,3710,2,3,5
258,46,0,0,0.14,6000,5,1,6
259,35,0,0,0.98,3333,16,1,17
260,59,0,0,0.28,6150,3,1,4
261,74,0,0,283.0,5000,4,0,4
262,27,0,0,0.17,1500,7,0,7
263,41,0,0,0.25,8000,9,2,11
264,40,0,0,1971.0,5683,4,1,5
265,61,0,0,0.21,12814,6,1,7
266,43,0,0,1221.0,6000,7,1,8
267,45,0,0,1.8,2145,9,3,12
268,88,0,0,1373.0,0,1,1,2
269,38,1,1,0.88,8000,12,2,14
270,67,0,0,0.31,3855,11,1,12
271,77,0,0,0.01,4000,3,0,3
272,35,0,0,1.59,3200,6,1,7
273,24,0,0,0.33,2000,6,0,6
274,53,0,0,0.61,4440,7,3,10
275,60,0,2,0.2,10416,3,1,4
276,42,0,0,1586.0,5500,2,2,4
277,47,0,0,122.0,6193,2,0,2
278,56,0,0,0.62,10000,9,5,14
279,64,0,0,1.23,981,12,1,13
280,21,0,0,0.01,4000,2,0,2
281,64,0,0,0.54,5352,7,1,8
282,41,0,0,0.25,11600,5,1,6
283,59,0,0,0.41,2539,4,0,4
284,88,0,0,3.08,1316,13,0,13
285,51,0,0,0.36,6500,9,1,10
286,35,0,0,0.29,6473,8,2,10
287,60,0,0,3527.0,6500,10,2,12
288,49,0,0,36.0,6400,3,0,3
289,76,0,0,0.01,2500,4,0,4
290,65,0,0,0.37,5000,12,1,13
291,61,0,0,0.15,4500,4,0,4
292,83,0,0,0.06,1972,9,0,9
293,63,0,0,0.29,13740,5,2,7
294,61,0,0,0.41,10500,9,2,11
295,27,0,0,0.43,1160,4,0,4
296,24,0,0,0.61,800,1,0,1
297,38,0,2,0.19,3000,0,0,0
298,63,0,0,5057.0,6250,3,2,5
299,46,0,0,0.27,3001,1,1,2
300,39,0,0,0.32,7700,7,1,8
301,62,0,0,0.48,9166,9,2,11
302,38,0,0,0.09,44574,6,1,7
303,44,0,0,0.22,9283,5,1,6
304,64,0,0,0.35,3139,4,1,5
305,27,0,0,0.41,2500,7,1,8
306,48,0,0,0.59,10833,14,2,16
307,31,1,2,0.68,4150,0,3,3
308,47,0,0,0.28,5502,6,1,7
309,81,0,0,46.0,5000,2,0,2
310,66,0,0,0.48,7500,3,1,4
311,74,0,0,0.08,10119,13,1,14
312,69,0,0,0.35,1630,11,1,12
313,44,0,0,0.61,4166,8,1,9
314,62,0,0,0.09,23000,13,0,13
315,48,0,0,0.12,6110,9,0,9
316,50,0,0,0.02,125,4,0,4
317,75,0,0,0.52,4240,9,1,10
318,49,0,0,0.02,1702,3,0,3
319,45,0,0,2967.5,1,14,1,15
320,58,0,0,0.73,5000,5,3,8
321,52,0,0,0.35,8000,5,4,9
322,50,0,0,0.64,2800,4,1,5
323,34,0,0,0.03,6250,6,0,6
324,36,0,0,1126.0,5000,3,1,4
325,55,0,0,0.82,4100,12,1,13
326,57,0,0,0.27,25473,16,2,18
327,48,0,0,0.14,2924,3,1,4
328,70,0,0,0.63,4237,5,1,6
329,33,0,0,0.51,11372,6,6,12
330,47,0,0,0.48,9000,12,2,14
331,27,1,2,0.47,1280,3,0,3
332,32,0,0,213.0,4013,6,0,6
333,48,0,0,0.18,9023,4,1,5
334,39,0,0,0.43,6400,4,1,5
335,62,0,0,0.04,5500,9,1,10
336,48,0,0,0.19,5500,2,0,2
337,23,0,0,0.06,820,2,0,2
338,59,0,0,0.17,6000,9,1,10
339,44,0,0,0.4,2666,5,0,5
340,62,0,0,0.26,4000,13,2,15
341,67,0,0,0.0,5000,8,0,8
342,65,0,0,0.3,3000,10,0,10
343,50,0,0,0.0,3300,1,0,1
344,66,0,0,48.0,5683,1,0,1
345,45,0,0,0.22,11900,3,1,4
346,59,0,0,0.41,45000,13,4,17
347,67,0,0,0.91,4000,14,2,16
348,41,0,1,0.03,3916,0,0,0
349,52,0,0,0.49,8916,3,2,5
350,53,0,0,0.42,7500,10,1,11
351,64,0,0,2870.0,6000,8,1,9
352,62,0,0,3046.0,6163,3,1,4
353,59,0,0,1.38,4200,19,5,24
354,43,0,0,0.33,8500,7,1,8
355,64,0,0,1390.0,6000,6,1,7
356,51,0,0,32.0,6495,1,0,1
357,67,0,0,0.29,11300,5,3,8
358,41,0,0,241.0,5757,3,0,3
359,63,0,0,0.53,3500,9,1,10
360,60,0,0,0.11,2000,3,0,3
361,48,0,0,0.34,5800,7,1,8
362,60,0,0,0.29,7800,9,0,9
363,61,0,0,1132.0,6209,6,0,6
364,53,0,0,0.14,7116,3,0,3
365,60,0,0,0.77,4500,17,2,19
366,29,0,0,0.45,3750,7,1,8
367,63,0,0,664.0,6250,8,1,9
368,31,0,0,0.41,9165,6,1,7
369,47,0,0,0.38,8916,8,2,10
370,49,0,0,0.34,7800,7,2,9
371,52,0,0,0.15,13587,9,1,10
372,53,0,0,0.88,1400,7,0,7
373,52,0,1,0.39,8902,15,3,18
374,47,0,0,0.18,6224,6,1,7
375,41,0,0,0.33,8328,5,1,6
376,55,0,0,0.18,5000,8,0,8
377,57,0,0,306.0,6275,4,0,4
378,40,0,0,0.42,2700,8,0,8
379,52,0,2,0.11,2540,1,0,1
380,34,0,0,0.0,4200,2,0,2
381,31,0,0,0.63,5800,13,1,14
382,68,0,0,0.26,12000,6,1,7
383,44,0,0,0.28,10332,14,1,15
384,70,0,0,0.96,2083,12,1,13
385,54,0,0,2.91,851,18,3,21
386,53,0,0,0.74,2337,19,1,20
387,54,0,0,0.19,15000,19,1,20
388,80,0,0,0.01,4000,7,0,7
389,57,0,0,26.0,6275,2,0,2
390,38,0,0,0.42,3433,4,1,5
391,43,0,0,0.07,5000,6,0,6
392,39,0,0,0.87,3500,10,2,12
393,40,0,0,111.0,5683,1,0,1
394,52,0,0,0.53,6600,7,2,9
395,46,0,0,0.01,3340,2,0,2
396,43,0,0,0.21,5000,3,1,4
397,43,0,0,0.25,9533,14,1,15
398,23,0,0,0.01,2557,3,0,3
399,39,0,0,0.04,10054,3,0,3
400,51,0,0,1431.0,6495,8,2,10
401,53,0,0,0.21,13000,18,1,19
402,25,0,0,199.0,2250,9,0,9
403,73,0,0,0.5,6292,5,1,6
404,56,0,0,0.64,6700,29,2,31
405,69,0,0,12403.0,5083,22,9,31
406,34,0,0,73.0,4525,2,0,2
407,64,0,0,0.26,9750,5,1,6
408,31,0,0,0.29,8333,6,0,6
409,61,0,0,3464.0,6209,9,2,11
410,47,0,0,2134.0,6193,6,1,7
411,34,0,0,0.33,6334,3,1,4
412,66,0,0,1.01,8600,19,2,21
413,68,0,0,556.0,5600,9,0,9
414,48,0,0,0.31,3500,4,1,5
415,34,0,0,0.12,3000,2,0,2
416,28,0,0,0.16,1785,1,0,1
417,58,0,0,137.0,6518,3,0,3
418,58,0,0,0.42,23250,17,4,21
419,37,0,0,0.36,6506,5,1,6
420,60,0,0,1363.0,6500,9,2,11
421,45,0,0,0.83,5000,14,1,15
422,78,0,0,0.02,3500,5,0,5
423,64,0,0,0.34,6000,8,0,8
424,63,0,0,0.09,11323,2,1,3
425,45,0,0,0.37,3516,9,1,10
426,40,0,0,0.33,16250,9,3,12
427,40,0,0,1774.0,5683,2,1,3
428,57,0,0,0.5,6000,7,2,9
429,34,0,0,3404.0,4525,6,1,7
430,31,0,1,0.0,4000,0,0,0
431,43,0,0,0.4,6583,8,1,9
432,43,0,0,0.33,5400,6,1,7
433,61,0,0,0.53,3750,6,1,7
434,46,0,0,0.32,13333,6,1,7
435,87,0,0,1.0,3994,4,0,4
436,39,0,0,0.42,6083,5,2,7
437,36,0,0,1242.0,5000,8,1,9
438,61,0,0,0.09,2301,3,0,3
439,58,0,0,0.51,6750,3,3,6
440,31,0,0,0.1,5350,2,0,2
441,68,0,0,0.48,6459,8,1,9
442,75,0,0,2591.0,4500,7,2,9
443,45,0,0,0.07,11833,3,0,3
444,54,0,0,4824.0,6446,13,2,15
445,36,0,0,228.0,5000,3,0,3
446,76,0,0,0.01,10487,8,0,8
447,35,0,0,0.35,6666,8,1,9
448,54,0,0,0.21,7583,5,1,6
449,29,0,0,2622.0,3307,7,2,9
450,70,0,0,0.0,25000,4,0,4
451,68,0,0,0.03,23200,3,1,4
452,47,0,0,0.18,7914,4,1,5
453,67,0,0,0.22,7700,9,1,10
454,33,0,0,2.59,10784,9,0,9
455,27,0,0,0.09,3400,3,0,3
456,32,0,0,0.31,5800,7,1,8
457,68,0,0,0.43,4200,10,0,10
458,48,0,0,0.11,11000,3,0,3
459,64,0,0,0.45,3250,4,1,5
460,50,0,0,0.11,8654,1,1,2
461,55,0,0,0.29,1750,6,0,6
462,59,0,0,0.71,4050,17,1,18
463,53,0,0,0.36,7005,7,1,8
464,44,1,2,0.55,1959,2,2,4
465,35,0,0,0.26,5605,4,1,5
466,50,0,0,2953.0,6666,15,3,18
467,76,0,0,0.43,8333,8,2,10
468,46,0,0,0.24,8200,2,2,4
469,52,0,0,0.24,10976,5,1,6
470,39,0,0,0.27,4333,11,0,11
471,76,0,0,0.28,8400,4,2,6
472,73,0,0,0.01,3653,8,0,8
473,37,1,3,0.33,2000,3,0,3
474,33,0,0,1.18,2300,15,2,17
475,71,0,0,899.0,4987,4,1,5
476,44,0,0,0.03,15016,6,0,6
477,47,0,0,0.18,7917,17,1,18
478,41,0,0,0.27,2200,8,0,8
479,61,0,0,0.14,5427,7,0,7
480,50,0,0,3537.0,6666,9,1,10
481,43,0,0,0.34,7933,8,1,9
482,46,0,0,0.63,10000,12,2,14
483,69,0,0,0.38,3400,12,1,13
484,78,0,0,0.06,8579,7,0,7
485,74,0,0,0.56,15916,31,2,33
486,62,0,0,0.24,9500,9,2,11
487,89,0,0,0.0,4755,9,0,9
488,90,0,0,0.86,7000,5,1,6
489,71,0,0,2430.0,4987,4,2,6
490,77,0,0,0.36,4920,9,2,11
491,86,0,0,0.39,4583,4,1,5
492,36,0,0,0.56,7500,10,2,12
493,82,0,0,25.0,4000,4,0,4
494,33,0,0,0.06,10583,5,0,5
495,90,0,0,0.01,11000,9,0,9
496,73,0,0,0.26,4166,7,1,8
497,68,0,0,0.13,800,4,0,4
498,65,0,0,0.01,4450,6,0,6
499,47,0,0,0.19,6500,6,0,6
500,70,0,0,0.29,11348,24,2,26
501,31,0,0,0.14,3333,3,0,3
502,64,0,0,0.45,7494,13,1,14
503,39,0,0,0.13,13999,8,1,9
504,25,0,0,0.1,4200,3,0,3
505,58,0,0,0.05,17109,4,1,5
506,37,0,0,0.23,11666,1,1,2
507,55,0,0,805.0,6625,3,1,4
508,76,0,0,0.01,5977,4,0,4
509,57,0,0,64.0,6275,3,0,3
510,67,0,0,0.0,5829,1,0,1
511,55,0,0,0.49,5998,10,1,11
512,60,0,0,0.2,16425,7,1,8
513,25,0,0,0.23,2250,4,0,4
514,32,0,1,0.22,6584,4,1,5
515,62,0,0,0.18,9583,9,2,11
516,30,0,0,0.18,3183,7,0,7
517,73,0,0,34.0,4750,24,0,24
518,39,0,0,0.0,2656,1,0,1
519,25,0,0,0.26,2100,6,0,6
520,27,0,0,0.1,4033,5,0,5
521,41,0,0,2031.0,0,5,1,6
522,62,0,0,0.17,4800,5,0,5
523,49,0,0,906.0,6400,10,0,10
524,33,0,0,0.47,7250,11,2,13
525,53,0,0,0.38,5205,7,1,8
526,44,0,0,0.19,6920,4,2,6
527,85,0,0,345.0,3798,7,0,7
528,38,0,0,0.1,1800,4,0,4
529,58,0,0,35.0,6518,5,0,5
530,48,0,0,0.26,3826,9,0,9
531,31,0,0,0.17,500,3,0,3
532,42,0,0,0.37,9916,11,3,14
533,30,0,0,0.28,5346,4,1,5
534,39,0,0,2416.0,5473,3,1,4
535,57,0,0,0.04,16000,5,0,5
536,59,0,0,107.0,6500,1,0,1
537,50,0,0,0.49,12000,7,2,9
538,81,0,0,539.0,5000,10,1,11
539,44,0,0,0.05,7291,3,0,3
540,53,0,0,18.0,6386,1,0,1
541,56,0,0,0.19,3734,11,1,12
542,37,0,0,0.05,7535,4,0,4
543,82,0,0,0.21,9949,12,2,14
544,50,0,0,0.36,5908,8,3,11
545,50,0,0,394.0,6666,9,0,9
546,55,0,2,1251.0,6625,2,1,3
547,24,0,0,41.0,1600,2,0,2
548,82,0,0,0.0,4000,3,0,3
549,62,0,0,0.35,3400,10,1,11
550,73,0,0,0.22,7500,2,1,3
551,38,0,0,0.63,3500,12,1,13
552,56,0,0,0.26,5000,7,1,8
553,55,0,0,0.3,3500,6,2,8
554,44,0,0,1164.0,6071,10,0,10
555,59,0,0,0.54,3864,5,1,6
556,54,0,0,0.9,6000,9,2,11
557,42,0,0,0.21,10834,4,1,5
558,41,0,0,0.12,3333,1,0,1
559,41,0,0,0.89,4000,8,1,9
560,63,0,0,0.0,8475,7,0,7
561,70,0,0,0.08,5416,6,0,6
562,77,0,0,0.25,3280,6,0,6
563,50,0,0,0.59,5917,22,1,23
564,51,0,0,0.48,12750,10,3,13
565,57,0,0,0.1,5000,9,0,9
566,47,0,0,2343.0,6193,5,1,6
567,73,0,0,1.54,7917,13,4,17
568,78,0,0,2.14,500,5,1,6
569,77,0,0,0.26,8881,4,2,6
570,72,0,0,0.0,9992,6,0,6
571,31,0,0,0.21,4547,7,0,7
572,42,0,0,0.32,8533,3,4,7
573,36,0,0,0.42,6583,7,1,8
574,57,0,0,0.05,6500,7,0,7
575,82,0,0,175.0,4000,4,0,4
576,53,0,0,721.0,6386,4,0,4
577,40,0,0,1.38,6666,9,2,11
578,37,0,0,0.3,3076,5,1,6
579,39,0,0,0.27,9167,2,1,3
580,26,0,0,522.0,2600,7,0,7
581,47,0,0,0.38,5166,9,2,11
582,63,0,0,0.0,7600,3,0,3
583,66,0,0,121.0,5683,3,0,3
584,63,0,0,0.0,6250,1,0,1
585,74,0,0,0.19,8567,13,1,14
586,29,1,1,14.0,3307,1,0,1
587,39,1,2,0.48,5916,6,2,8
588,59,0,0,0.46,8000,9,1,10
589,46,0,0,0.64,4889,22,2,24
590,51,0,0,0.13,4474,7,0,7
591,39,0,0,0.28,4954,11,0,11
592,34,0,0,0.17,5333,6,0,6
593,65,0,0,968.0,6050,4,1,5
594,80,0,0,0.01,4640,3,0,3
595,45,0,0,0.69,1750,4,1,5
596,62,0,0,0.75,4384,15,2,17
597,52,0,0,0.49,9500,14,2,16
598,50,0,0,0.37,3417,4,2,6
599,49,0,0,0.45,5490,7,2,9
600,57,0,0,0.04,3500,9,1,10
601,43,0,1,0.17,9000,6,0,6
602,34,0,0,1825.0,4525,4,2,6
603,47,0,0,0.32,19800,12,1,13
604,51,0,0,0.2,7335,5,1,6
605,66,0,0,0.6,5300,5,2,7
606,43,0,0,0.59,5500,5,1,6
607,43,0,0,0.3,9416,15,2,17
608,67,0,0,0.64,4583,3,2,5
609,41,0,0,0.66,8600,23,3,26
610,72,0,0,0.01,9166,0,0,0
611,81,0,0,0.01,2400,4,0,4
612,73,0,0,1758.0,4750,9,1,10
613,43,0,0,0.46,5900,6,2,8
614,64,0,0,1641.0,6000,7,2,9
615,47,0,0,650.0,6193,2,0,2
616,50,0,0,0.31,7500,7,1,8
617,34,0,0,871.0,4525,8,0,8
618,32,0,0,0.26,5008,5,0,5
619,42,0,0,0.32,4889,6,0,6
620,48,0,0,0.42,5833,14,2,16
621,79,0,0,1514.0,4474,7,1,8
622,47,0,0,1.03,2750,6,1,7
623,54,0,0,0.14,11800,11,1,12
624,81,0,0,0.03,4400,1,0,1
625,55,0,0,0.13,4960,6,0,6
626,32,0,0,0.09,1727,3,0,3
627,57,0,0,0.3,6034,14,1,15
628,59,0,0,0.37,6967,9,1,10
629,34,0,0,0.08,7307,5,0,5
630,49,0,0,0.18,14334,4,1,5
631,48,0,0,0.41,4094,15,0,15
632,56,0,0,0.21,6000,10,1,11
633,77,0,0,915.0,4167,7,1,8
634,64,0,0,0.35,5000,6,2,8
635,34,0,0,0.36,8340,8,3,11
636,48,0,0,1864.0,6106,1,1,2
637,60,0,0,5052.0,6500,7,3,10
638,74,0,0,0.0,2013,3,0,3
639,30,0,0,1.44,2590,7,1,8
640,59,0,0,0.02,2300,11,0,11
641,36,0,0,0.31,4834,10,1,11
642,42,0,0,0.2,9072,4,1,5
643,56,0,0,0.26,4793,22,1,23
644,43,0,0,0.41,8500,6,1,7
645,41,0,1,0.22,4300,7,0,7
646,51,0,0,587.0,1,3,1,4
647,46,0,0,0.07,12000,1,1,2
648,42,0,0,0.2,14250,7,1,8
649,45,0,0,0.36,13750,12,1,13
650,45,0,0,0.37,6750,11,1,12
651,65,0,0,0.24,9200,7,1,8
652,69,0,0,0.5,3628,10,2,12
653,65,0,0,0.21,13000,15,0,15
654,47,0,0,3622.0,6193,4,3,7
655,43,0,0,0.0,10595,0,0,0
656,31,0,0,1770.0,4000,12,2,14
657,33,0,0,0.84,1700,6,1,7
